outer_fold,inner_fold,role,task,model,cutoff,tp,fp,tn,fn,precision,recall,f1,tpr,fpr,accuracy
0,-1,test,y,xgb_clf,0.42000000000000004,42,225,2461,27,0.15730337078651685,0.6086956521739131,0.25,0.6086956521739131,0.08376768428890544,0.908529945553539
0,-1,test,y,xgb_clf,0.43,41,218,2468,28,0.1583011583011583,0.5942028985507246,0.24999999999999997,0.5942028985507246,0.08116157855547282,0.9107078039927404
0,-1,test,y,xgb_clf,0.44,40,210,2476,29,0.16,0.5797101449275363,0.2507836990595611,0.5797101449275363,0.0781831720029784,0.9132486388384755
0,-1,test,y,xgb_clf,0.45,40,204,2482,29,0.16393442622950818,0.5797101449275363,0.25559105431309903,0.5797101449275363,0.0759493670886076,0.915426497277677
0,-1,test,y,xgb_clf,0.46,40,196,2490,29,0.1694915254237288,0.5797101449275363,0.26229508196721313,0.5797101449275363,0.07297096053611318,0.9183303085299456
0,-1,test,y,xgb_clf,0.47000000000000003,40,190,2496,29,0.17391304347826086,0.5797101449275363,0.26755852842809363,0.5797101449275363,0.07073715562174236,0.9205081669691471
0,-1,test,y,xgb_clf,0.48000000000000004,40,184,2502,29,0.17857142857142858,0.5797101449275363,0.27303754266211605,0.5797101449275363,0.06850335070737155,0.9226860254083484
0,-1,test,y,xgb_clf,0.49,40,179,2507,29,0.182648401826484,0.5797101449275363,0.27777777777777773,0.5797101449275363,0.06664184661206254,0.9245009074410163
0,-1,test,y,xgb_clf,0.5,39,173,2513,30,0.18396226415094338,0.5652173913043478,0.2775800711743772,0.5652173913043478,0.06440804169769174,0.9263157894736842
0,-1,test,y,xgb_clf,0.51,38,165,2521,31,0.18719211822660098,0.5507246376811594,0.2794117647058823,0.5507246376811594,0.06142963514519732,0.9288566243194193
0,-1,test,y,xgb_clf,0.52,37,154,2532,32,0.193717277486911,0.5362318840579711,0.28461538461538466,0.5362318840579711,0.0573343261355175,0.932486388384755
0,-1,test,y,xgb_clf,0.53,37,149,2537,32,0.1989247311827957,0.5362318840579711,0.2901960784313726,0.5362318840579711,0.05547282204020849,0.9343012704174228
0,-1,test,y,xgb_clf,0.54,36,142,2544,33,0.20224719101123595,0.5217391304347826,0.29149797570850206,0.5217391304347826,0.05286671630677588,0.9364791288566243
0,-1,test,y,xgb_clf,0.55,34,140,2546,35,0.19540229885057472,0.4927536231884058,0.27983539094650206,0.4927536231884058,0.05212211466865227,0.9364791288566243
0,-1,test,y,xgb_clf,0.56,33,136,2550,36,0.1952662721893491,0.4782608695652174,0.27731092436974786,0.4782608695652174,0.05063291139240506,0.937568058076225
0,-1,test,y,xgb_clf,0.5700000000000001,33,133,2553,36,0.19879518072289157,0.4782608695652174,0.28085106382978725,0.4782608695652174,0.04951600893521966,0.9386569872958258
0,-1,test,y,xgb_clf,0.5800000000000001,32,128,2558,37,0.2,0.463768115942029,0.2794759825327511,0.463768115942029,0.04765450483991065,0.9401088929219601
0,-1,test,y,xgb_clf,0.59,32,125,2561,37,0.20382165605095542,0.463768115942029,0.28318584070796465,0.463768115942029,0.046537602382725245,0.9411978221415608
0,-1,test,y,xgb_clf,0.6,31,122,2564,38,0.20261437908496732,0.4492753623188406,0.2792792792792793,0.4492753623188406,0.045420699925539834,0.941923774954628
0,-1,test,y,xgb_clf,0.61,31,118,2568,38,0.2080536912751678,0.4492753623188406,0.28440366972477066,0.4492753623188406,0.04393149664929263,0.9433756805807623
0,-1,test,y,xgb_clf,0.62,31,114,2572,38,0.21379310344827587,0.4492753623188406,0.28971962616822433,0.4492753623188406,0.04244229337304542,0.9448275862068966
